medicine_id,medicine_name,strength,use_case,alternative,stock,dosage,manufacturer
1969,Carbamazepine,25 mg,depression,Clindamycin,214,once weekly,Dr. Reddy's
1970,Carbamazepine,40 mg,diabetes,Paracetamol,168,once every 8 hours,Lupin
1971,Carbamazepine,50 mg,allergy,Lamotrigine,551,once weekly,Glenmark
1972,Carbamazepine,75 mg,inflammation,Haloperidol,786,once weekly,Sun Pharma
1973,Carbamazepine,100 mg,anxiety,Loratadine,490,once weekly,Torrent Pharma
1974,Carbamazepine,150 mg,anxiety,Doxycycline,373,once weekly,Aurobindo Pharma
1975,Carbamazepine,200 mg,nausea and vomiting,Azithromycin,705,once weekly,Glenmark
1976,Carbamazepine,250 mg,fever,Aspirin,329,twice daily,Alkem Labs
1977,Carbamazepine,300 mg,allergy,Olanzapine,560,once every 8 hours,Lupin
1978,Carbamazepine,400 mg,inflammation,Lamotrigine,797,once every 8 hours,Lupin
1979,Carbamazepine,500 mg,acid reflux,Prednisone,871,once every 8 hours,Torrent Pharma
1980,Carbamazepine,600 mg,nausea and vomiting,Loratadine,384,twice daily,Glenmark
1981,Carbamazepine,750 mg,pain relief,Amoxicillin,861,twice daily,Zydus Lifesciences
1982,Carbamazepine,1 g,cholesterol control,Clopidogrel,827,once daily,Torrent Pharma
1983,Carbamazepine,2 g,acid reflux,Atorvastatin,493,twice daily,Alkem Labs
1984,Carbamazepine,125 mg/5 ml,blood thinning,Levocetirizine,513,three times daily,Lupin
1985,Carbamazepine,250 mg/5 ml,bacterial infection,Gliclazide,706,twice daily,Lupin
1986,Carbamazepine,500 mg/5 ml,bacterial infection,Atorvastatin,372,once weekly,Zydus Lifesciences
1987,Valproate,5 mg,bacterial infection,Famotidine,542,three times daily,Torrent Pharma
1988,Valproate,10 mg,fever,Ondansetron,375,once weekly,Cipla
1989,Valproate,20 mg,asthma,Desloratadine,870,twice daily,Intas Pharma
1990,Valproate,25 mg,nausea and vomiting,Sertraline,875,once weekly,Sun Pharma
1991,Valproate,40 mg,diarrhea,Azithromycin,933,once weekly,Intas Pharma
1992,Valproate,50 mg,blood thinning,Olanzapine,669,once daily,Zydus Lifesciences
1993,Valproate,75 mg,bacterial infection,Metformin,307,twice daily,Sun Pharma
1994,Valproate,100 mg,diabetes,Amlodipine,743,once every 8 hours,Torrent Pharma
1995,Valproate,150 mg,blood thinning,Haloperidol,70,three times daily,Intas Pharma
1996,Valproate,200 mg,diabetes,Pioglitazone,256,once daily,Sun Pharma
1997,Valproate,250 mg,pain relief,Losartan,97,three times daily,Dr. Reddy's
1998,Valproate,300 mg,acid reflux,Codeine,123,three times daily,Intas Pharma
1999,Valproate,400 mg,diabetes,Montelukast,109,once daily,Zydus Lifesciences
2000,Valproate,500 mg,hypertension,Naproxen,269,three times daily,Lupin
2001,Valproate,600 mg,asthma,Amlodipine,74,once weekly,Lupin
2002,Valproate,750 mg,asthma,Amoxicillin,809,once every 8 hours,Glenmark
2003,Valproate,1 g,depression,Diclofenac,12,once weekly,Zydus Lifesciences
2004,Valproate,2 g,blood thinning,Naproxen,948,once weekly,Sun Pharma
2005,Valproate,125 mg/5 ml,cholesterol control,Levocetirizine,42,once daily,Zydus Lifesciences
2006,Valproate,250 mg/5 ml,depression,Amlodipine,409,once weekly,Zydus Lifesciences
2007,Valproate,500 mg/5 ml,diarrhea,Gabapentin,141,once weekly,Cipla
2008,Lamotrigine,5 mg,pain relief,Paracetamol,480,three times daily,Dr. Reddy's
2009,Lamotrigine,10 mg,nausea and vomiting,Famotidine,945,three times daily,Glenmark
2010,Lamotrigine,20 mg,inflammation,Omeprazole,551,twice daily,Alkem Labs
2011,Lamotrigine,25 mg,allergy,Spironolactone,813,twice daily,Torrent Pharma
2012,Lamotrigine,40 mg,anxiety,Azithromycin,303,twice daily,Cipla
2013,Lamotrigine,50 mg,diabetes,Ibuprofen,90,three times daily,Aurobindo Pharma
2014,Lamotrigine,75 mg,seizure control,Paracetamol,67,once daily,Glenmark
2015,Lamotrigine,100 mg,acid reflux,Pioglitazone,820,once every 8 hours,Cipla
2016,Lamotrigine,150 mg,inflammation,Domperidone,645,once weekly,Aurobindo Pharma
2017,Lamotrigine,200 mg,anxiety,Pregabalin,831,once every 8 hours,Zydus Lifesciences
2018,Lamotrigine,250 mg,inflammation,Pantoprazole,486,twice daily,Sun Pharma
2019,Lamotrigine,300 mg,allergy,Codeine,919,once every 8 hours,Zydus Lifesciences
2020,Lamotrigine,400 mg,seizure control,Insulin,593,once weekly,Intas Pharma
2021,Lamotrigine,500 mg,depression,Cetirizine,734,twice daily,Lupin
2022,Lamotrigine,600 mg,allergy,Cetirizine,350,once daily,Torrent Pharma
2023,Lamotrigine,750 mg,depression,Spironolactone,968,twice daily,Cipla
2024,Lamotrigine,1 g,fever,Warfarin,43,once every 8 hours,Torrent Pharma
2025,Lamotrigine,2 g,blood thinning,Glimepiride,858,three times daily,Sun Pharma
2026,Lamotrigine,125 mg/5 ml,seizure control,Quetiapine,239,twice daily,Torrent Pharma
2027,Lamotrigine,250 mg/5 ml,blood thinning,Montelukast,940,once weekly,Dr. Reddy's
2028,Lamotrigine,500 mg/5 ml,depression,Ciprofloxacin,516,twice daily,Dr. Reddy's
2029,Levetiracetam,5 mg,pain relief,Olanzapine,874,once weekly,Dr. Reddy's
2030,Levetiracetam,10 mg,inflammation,Tramadol,957,once weekly,Glenmark
2031,Levetiracetam,20 mg,diabetes,Ibuprofen,187,once weekly,Lupin
2032,Levetiracetam,25 mg,inflammation,Codeine,271,once weekly,Alkem Labs
2033,Levetiracetam,40 mg,blood thinning,Carbamazepine,737,once daily,Torrent Pharma
2034,Levetiracetam,50 mg,asthma,Risperidone,65,once weekly,Zydus Lifesciences
2035,Levetiracetam,75 mg,cholesterol control,Pregabalin,488,once weekly,Torrent Pharma
2036,Levetiracetam,100 mg,cholesterol control,Losartan,801,once weekly,Alkem Labs
2037,Levetiracetam,150 mg,seizure control,Metformin,110,three times daily,Lupin
2038,Levetiracetam,200 mg,diarrhea,Losartan,150,once daily,Intas Pharma
2039,Levetiracetam,250 mg,allergy,Atorvastatin,19,once every 8 hours,Alkem Labs
2040,Levetiracetam,300 mg,asthma,Furosemide,426,twice daily,Intas Pharma
2041,Levetiracetam,400 mg,pain relief,Spironolactone,346,once daily,Aurobindo Pharma
2042,Levetiracetam,500 mg,diabetes,Ciprofloxacin,352,once daily,Intas Pharma
2043,Levetiracetam,600 mg,anxiety,Salbutamol,556,once weekly,Dr. Reddy's
2044,Levetiracetam,750 mg,depression,Pioglitazone,524,twice daily,Glenmark
2045,Levetiracetam,1 g,seizure control,Amoxicillin,738,three times daily,Zydus Lifesciences
2046,Levetiracetam,2 g,hypertension,Budesonide,756,once daily,Aurobindo Pharma
2047,Levetiracetam,125 mg/5 ml,diarrhea,Pioglitazone,986,twice daily,Sun Pharma
2048,Levetiracetam,250 mg/5 ml,acid reflux,Hydrochlorothiazide,913,twice daily,Alkem Labs
2049,Levetiracetam,500 mg/5 ml,diarrhea,Formoterol,520,once daily,Dr. Reddy's
2050,Risperidone,5 mg,diarrhea,Pioglitazone,173,twice daily,Torrent Pharma
2051,Risperidone,10 mg,diarrhea,Prednisone,482,three times daily,Alkem Labs
2052,Risperidone,20 mg,allergy,Clopidogrel,341,once every 8 hours,Glenmark
2053,Risperidone,25 mg,blood thinning,Ondansetron,985,twice daily,Aurobindo Pharma
2054,Risperidone,40 mg,blood thinning,Doxycycline,234,once every 8 hours,Aurobindo Pharma
2055,Risperidone,50 mg,blood thinning,Loratadine,456,once every 8 hours,Sun Pharma
2056,Risperidone,75 mg,seizure control,Salbutamol,40,three times daily,Intas Pharma
2057,Risperidone,100 mg,fever,Insulin,699,once daily,Zydus Lifesciences
2058,Risperidone,150 mg,depression,Diclofenac,636,three times daily,Dr. Reddy's
2059,Risperidone,200 mg,inflammation,Montelukast,344,twice daily,Cipla
2060,Risperidone,250 mg,acid reflux,Losartan,810,three times daily,Dr. Reddy's
2061,Risperidone,300 mg,diarrhea,Tramadol,116,once every 8 hours,Zydus Lifesciences
2062,Risperidone,400 mg,nausea and vomiting,Furosemide,202,once daily,Cipla
2063,Risperidone,500 mg,fever,Carbamazepine,286,once every 8 hours,Glenmark
2064,Risperidone,600 mg,nausea and vomiting,Losartan,658,once daily,Torrent Pharma
2065,Risperidone,750 mg,nausea and vomiting,Doxycycline,666,once every 8 hours,Lupin
2066,Risperidone,1 g,depression,Salbutamol,200,twice daily,Glenmark
2067,Risperidone,2 g,diarrhea,Montelukast,94,once weekly,Dr. Reddy's
2068,Risperidone,125 mg/5 ml,diarrhea,Glimepiride,794,once weekly,Zydus Lifesciences
2069,Risperidone,250 mg/5 ml,acid reflux,Famotidine,541,once weekly,Torrent Pharma
2070,Risperidone,500 mg/5 ml,allergy,Loperamide,357,once weekly,Alkem Labs
2071,Olanzapine,5 mg,inflammation,Metformin,238,three times daily,Glenmark
2072,Olanzapine,10 mg,cholesterol control,Levetiracetam,554,once daily,Dr. Reddy's
2073,Olanzapine,20 mg,hypertension,Ondansetron,639,once weekly,Intas Pharma
2074,Olanzapine,25 mg,hypertension,Levocetirizine,77,twice daily,Intas Pharma
2075,Olanzapine,40 mg,diarrhea,Morphine,643,once every 8 hours,Zydus Lifesciences
2076,Olanzapine,50 mg,anxiety,Quetiapine,958,twice daily,Torrent Pharma
2077,Olanzapine,75 mg,fever,Desloratadine,380,twice daily,Torrent Pharma
2078,Olanzapine,100 mg,fever,Lamotrigine,960,three times daily,Aurobindo Pharma
2079,Olanzapine,150 mg,pain relief,Haloperidol,19,once weekly,Torrent Pharma
2080,Olanzapine,200 mg,diarrhea,Ondansetron,875,once daily,Zydus Lifesciences
2081,Olanzapine,250 mg,seizure control,Hydrochlorothiazide,383,twice daily,Torrent Pharma
2082,Olanzapine,300 mg,diabetes,Metformin,738,twice daily,Intas Pharma
2083,Olanzapine,400 mg,inflammation,Cetirizine,266,once daily,Sun Pharma
2084,Olanzapine,500 mg,bacterial infection,Desloratadine,842,once weekly,Intas Pharma
2085,Olanzapine,600 mg,diabetes,Hydrochlorothiazide,18,once daily,Alkem Labs
2086,Olanzapine,750 mg,asthma,Insulin,238,three times daily,Cipla
2087,Olanzapine,1 g,blood thinning,Ibuprofen,237,three times daily,Alkem Labs
2088,Olanzapine,2 g,diarrhea,Sertraline,203,three times daily,Lupin
2089,Olanzapine,125 mg/5 ml,cholesterol control,Loratadine,439,twice daily,Aurobindo Pharma
2090,Olanzapine,250 mg/5 ml,acid reflux,Risperidone,82,twice daily,Cipla
2091,Olanzapine,500 mg/5 ml,fever,Ciprofloxacin,673,three times daily,Glenmark
2092,Quetiapine,5 mg,bacterial infection,Azithromycin,911,three times daily,Zydus Lifesciences
2093,Quetiapine,10 mg,inflammation,Domperidone,739,once every 8 hours,Dr. Reddy's
2094,Quetiapine,20 mg,cholesterol control,Hydrochlorothiazide,189,once every 8 hours,Lupin
2095,Quetiapine,25 mg,bacterial infection,Loperamide,595,once daily,Alkem Labs
2096,Quetiapine,40 mg,inflammation,Naproxen,495,once weekly,Torrent Pharma
2097,Quetiapine,50 mg,pain relief,Naproxen,518,once weekly,Sun Pharma
2098,Quetiapine,75 mg,pain relief,Metformin,679,once every 8 hours,Aurobindo Pharma
2099,Quetiapine,100 mg,blood thinning,Amlodipine,278,once every 8 hours,Aurobindo Pharma
2100,Quetiapine,150 mg,nausea and vomiting,Warfarin,633,twice daily,Torrent Pharma
2101,Quetiapine,200 mg,pain relief,Insulin,812,once every 8 hours,Alkem Labs
2102,Quetiapine,250 mg,inflammation,Risperidone,941,once weekly,Glenmark
2103,Quetiapine,300 mg,acid reflux,Lamotrigine,709,once daily,Intas Pharma
2104,Quetiapine,400 mg,depression,Metformin,945,once weekly,Torrent Pharma
2105,Quetiapine,500 mg,seizure control,Metronidazole,697,three times daily,Glenmark
2106,Quetiapine,600 mg,diabetes,Salbutamol,436,once weekly,Lupin
2107,Quetiapine,750 mg,nausea and vomiting,Lamotrigine,406,twice daily,Lupin
2108,Quetiapine,1 g,fever,Carbamazepine,149,once every 8 hours,Lupin
2109,Quetiapine,2 g,diabetes,Naproxen,193,once weekly,Torrent Pharma
2110,Quetiapine,125 mg/5 ml,inflammation,Hydrochlorothiazide,218,once weekly,Lupin
2111,Quetiapine,250 mg/5 ml,fever,Ibuprofen,996,once daily,Intas Pharma
2112,Quetiapine,500 mg/5 ml,pain relief,Clindamycin,283,once every 8 hours,Intas Pharma
2113,Haloperidol,5 mg,fever,Desloratadine,234,once weekly,Alkem Labs
2114,Haloperidol,10 mg,acid reflux,Furosemide,609,three times daily,Lupin
2115,Haloperidol,20 mg,inflammation,Amoxicillin,903,three times daily,Sun Pharma
2116,Haloperidol,25 mg,asthma,Loperamide,285,once weekly,Intas Pharma
2117,Haloperidol,40 mg,acid reflux,Ciprofloxacin,738,twice daily,Intas Pharma
2118,Haloperidol,50 mg,nausea and vomiting,Fluoxetine,203,three times daily,Alkem Labs
2119,Haloperidol,75 mg,depression,Haloperidol,836,once daily,Dr. Reddy's
2120,Haloperidol,100 mg,anxiety,Budesonide,678,twice daily,Torrent Pharma
2121,Haloperidol,150 mg,blood thinning,Fluoxetine,130,three times daily,Lupin
2122,Haloperidol,200 mg,asthma,Lamotrigine,575,once weekly,Zydus Lifesciences
2123,Haloperidol,250 mg,depression,Lamotrigine,767,once every 8 hours,Glenmark
2124,Haloperidol,300 mg,allergy,Hydrochlorothiazide,795,once weekly,Sun Pharma
2125,Haloperidol,400 mg,diarrhea,Morphine,292,once daily,Dr. Reddy's
2126,Haloperidol,500 mg,nausea and vomiting,Valproate,529,once every 8 hours,Zydus Lifesciences
2127,Haloperidol,600 mg,asthma,Sertraline,746,once daily,Zydus Lifesciences
2128,Haloperidol,750 mg,inflammation,Ondansetron,115,three times daily,Cipla
2129,Haloperidol,1 g,inflammation,Budesonide,714,three times daily,Cipla
2130,Haloperidol,2 g,blood thinning,Azithromycin,96,three times daily,Alkem Labs
2131,Haloperidol,125 mg/5 ml,fever,Ibuprofen,751,twice daily,Torrent Pharma
2132,Haloperidol,250 mg/5 ml,depression,Naproxen,568,once every 8 hours,Sun Pharma
2133,Haloperidol,500 mg/5 ml,cholesterol control,Naproxen,467,twice daily,Dr. Reddy's
